date,current_balance 
1564293600,0.0 
1564300800,0.0 
1564308000,0.0 
1564315200,0.0 
1564322400,0.0 
1564329600,0.0 
1564336800,0.0 
1564344000,0.0 
1564351200,0.0 
1564358400,0.0 
1564365600,0.0 
1564372800,0.0 
1564380000,0.0 
1564387200,0.0 
1564394400,0.0 
1564401600,0.0 
1564408800,0.0 
1564416000,0.0 
1564423200,0.0 
1564430400,0.0 
1564437600,0.0 
1564444800,0.0 
1564452000,0.0 
1564459200,0.0 
1564466400,0.0 
1564473600,0.0 
1564480800,0.0 
1564488000,0.0 
1564495200,0.0 
1564502400,0.0 
1564509600,0.0 
1564516800,0.0 
1564524000,0.0 
1564531200,0.0 
1564538400,0.0 
1564545600,0.0 
1564552800,0.0 
1564560000,0.0 
1564567200,0.0 
1564574400,0.0 
1564581600,0.0 
1564588800,0.0 
1564596000,0.0 
1564603200,0.0 
1564610400,0.0 
1564617600,0.0 
1564624800,0.0 
1564632000,0.0 
1564639200,0.0 
1564646400,0.0 
1564653600,0.0 
1564660800,0.0 
1564668000,0.0 
1564675200,0.0 
1564682400,0.0 
1564689600,0.0 
1564696800,0.0 
1564704000,0.0 
1564711200,0.0 
1564718400,0.0 
1564725600,0.0 
1564732800,0.0 
1564740000,0.0 
1564747200,0.0 
1564754400,0.0 
1564761600,0.0 
1564768800,0.0 
1564776000,0.0 
1564783200,0.0 
1564790400,0.0 
1564797600,0.0 
1564804800,0.0 
1564812000,0.0 
1564819200,0.0 
1564826400,0.0 
1564833600,0.0 
1564840800,0.0 
1564848000,0.0 
1564855200,0.0 
1564862400,0.0 
1564869600,0.0 
1564876800,0.0 
1564884000,0.0 
1564891200,0.0 
1564898400,0.0 
1564905600,0.0 
1564912800,0.0 
1564920000,0.0 
1564927200,0.0 
1564934400,0.0 
1564941600,0.0 
1564948800,0.0 
1564956000,0.0 
1564963200,0.0 
1564970400,0.0 
1564977600,0.0 
1564984800,0.0 
1564992000,0.0 
1564999200,0.0 
1565006400,0.0 
1565013600,0.0 
1565020800,0.0 
1565028000,0.0 
1565035200,0.0 
1565042400,0.0 
1565049600,0.0 
1565056800,0.0 
1565064000,0.0 
1565071200,0.0 
1565078400,0.0 
1565085600,0.0 
1565092800,0.0 
1565100000,0.0 
1565107200,0.0 
1565114400,0.0 
1565121600,0.0 
1565128800,0.0 
1565136000,0.0 
1565143200,0.0 
1565150400,0.0 
1565157600,0.0 
1565164800,0.0 
1565172000,0.0 
1565179200,0.0 
1565186400,0.0 
1565193600,0.0 
1565200800,0.0 
1565208000,0.0 
1565215200,0.0 
1565222400,0.0 
1565229600,0.0 
1565236800,0.0 
1565244000,0.0 
1565251200,0.0 
1565258400,0.0 
1565265600,0.0 
1565272800,0.0 
1565280000,0.0 
1565287200,0.0 
1565294400,0.0 
1565301600,0.0 
1565308800,0.0 
1565316000,0.0 
1565323200,0.0 
1565330400,0.0 
1565337600,0.0 
1565344800,0.0 
1565352000,0.0 
1565359200,0.0 
1565366400,0.0 
1565373600,0.0 
1565380800,0.0 
1565388000,0.0 
1565395200,0.0 
1565402400,0.0 
1565409600,0.0 
1565416800,0.0 
1565424000,0.0 
